"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2000",0.55,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2001",0.52,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2002",0.498,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2003",0.487,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2004",0.518,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2005",0.521,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2006",0.531,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2007",0.53,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2008",0.533,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2009",0.524,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2010",0.529,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2011",0.527,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2012",0.533,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2013",0.546,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2014",0.547,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2015",0.555,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2016",0.548,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2017",0.532,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2018",0.523,
"BRA","MEATCONSUMP","SHEEP","KG_CAP","A","2019",0.52,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2000",15.658,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2001",14.054,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2002",14.699,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2003",15.894,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2004",16.402,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2005",17.445,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2006",15.129,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2007",16.218,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2008",15.115,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2009",15.154,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2010",15.412,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2011",14.162,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2012",14.675,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2013",17.161,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2014",17.602,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2015",17.441,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2016",18.855,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2017",17.548,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2018",18.67,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2019",20.118,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2000",12.623,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2001",13.635,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2002",13.41,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2003",14.22,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2004",13.352,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2005",13.85,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2006",16.253,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2007",16.756,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2008",18.143,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2009",17.214,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2010",17.693,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2011",18.643,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2012",19.605,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2013",19.686,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2014",18.019,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2015",17.622,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2016",18.262,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2017",19.409,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2018",24.473,
"CHL","MEATCONSUMP","PIG","KG_CAP","A","2019",24.587,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2000",23.377,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2001",24.777,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2002",23.517,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2003",23.584,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2004",25.923,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2005",25.725,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2006",29.403,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2007",30.374,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2008",28.649,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2009",27.466,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2010",29.038,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2011",31.549,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2012",31.684,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2013",32.275,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2014",32.024,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2015",33.924,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2016",35.891,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2017",35.967,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2018",36.36,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2019",36.138,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2000",0.73,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2001",0.623,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2002",0.612,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2003",0.537,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2004",0.518,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2005",0.491,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2006",0.587,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2007",0.592,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2008",0.652,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2009",0.559,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2010",0.489,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2011",0.537,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2012",0.532,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2013",0.431,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2014",0.476,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2015",0.46,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2016",0.419,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2017",0.429,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2018",0.418,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2019",0.486,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2000",2.685,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2001",2.716,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2002",2.782,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2003",2.864,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2004",2.928,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2005",2.934,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2006",2.953,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2007",3.127,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2008",3.126,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2009",3.193,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2010",3.187,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2011",3.073,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2012",3.106,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2013",3.23,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2014",3.222,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2015",3.329,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2016",3.383,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2017",3.523,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2018",3.617,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2019",4.086,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2000",23.986,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2001",24.267,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2002",24.531,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2003",24.999,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2004",25.322,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2005",26.425,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2006",26.893,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2007",24.774,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2008",26.815,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2009",28.296,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2010",29.34,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2011",29.319,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2012",30.943,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2013",31.796,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2014",32.72,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2015",31.752,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2016",30.947,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2017",30.671,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2018",30.253,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2019",24.367,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2000",8.35,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2001",8.089,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2002",8.118,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2003",8.436,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2004",8.28,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2005",8.856,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2006",9.093,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2007",9.755,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2008",10.351,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2009",10.631,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2010",10.771,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2011",10.924,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2012",11.64,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2013",11.452,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2014",11.018,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2015",11.424,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2016",11.89,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2017",11.765,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2018",12.323,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2019",14.022,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2000",1.816,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2001",1.832,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2002",1.905,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2003",2.053,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2004",2.189,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2005",2.289,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2006",2.363,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2007",2.486,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2008",2.466,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2009",2.521,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2010",2.595,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2011",2.561,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2012",2.625,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2013",2.742,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2014",2.868,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2015",2.896,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2016",2.995,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2017",3.049,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2018",3.101,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2019",3.235,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2000",12.984,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2001",11.866,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2002",11.36,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2003",10.6,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2004",11.548,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2005",12.659,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2006",12.852,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2007",12.24,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2008",11.91,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2009",10.891,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2010",11.681,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2011",12.32,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2012",12.633,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2013",12.112,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2014",12.17,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2015",12.277,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2016",11.335,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2017",10.49,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2018",10.624,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2019",8.53,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2000",2.13,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2001",1.976,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2002",2.127,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2003",2.344,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2004",2.409,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2005",2.36,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2006",2.711,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2007",3.259,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2008",3.154,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2009",3.102,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2010",3.521,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2011",3.995,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2012",6.1,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2013",5.018,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2014",5.454,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2015",5.983,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2016",6.66,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2017",7.204,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2018",8.072,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2019",8.98,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2000",11.697,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2001",13.609,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2002",14.483,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2003",14.821,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2004",15.012,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2005",16.151,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2006",17.781,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2007",19.133,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2008",20.599,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2009",20.572,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2010",21.392,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2011",21.367,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2012",21.956,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2013",24.744,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2014",26.051,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2015",27.072,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2016",28.3,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2017",29.509,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2018",30.669,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2019",31.281,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2000",0.29,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2001",0.279,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2002",0.258,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2003",0.257,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2004",0.249,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2005",0.242,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2006",0.234,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2007",0.229,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2008",0.222,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2009",0.216,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2010",0.208,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2011",0.204,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2012",0.147,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2013",0.136,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2014",0.149,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2015",0.153,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2016",0.141,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2017",0.141,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2018",0.143,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2019",0.142,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2000",7.7,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2001",6.431,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2002",7.868,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2003",7.333,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2004",7.464,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2005",8.261,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2006",9.121,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2007",9.289,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2008",8.393,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2009",8.549,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2010",9.283,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2011",8.694,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2012",9.296,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2013",8.951,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2014",9.179,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2015",9.117,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2016",8.881,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2017",8.176,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2018",7.721,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2019",7.819,
"EGY","MEATCONSUMP","PIG","KG_CAP","A","2000",0.035,
"EGY","MEATCONSUMP","PIG","KG_CAP","A","2001",0.033,
"EGY","MEATCONSUMP","PIG","KG_CAP","A","2002",0.03,
"EGY","MEATCONSUMP","PIG","KG_CAP","A","2003",0.028,
"EGY","MEATCONSUMP","PIG","KG_CAP","A","2004",0.033,
"EGY","MEATCONSUMP","PIG","KG_CAP","A","2005",0.022,
"EGY","MEATCONSUMP","PIG","KG_CAP","A","2006",0.029,
"EGY","MEATCONSUMP","PIG","KG_CAP","A","2007",0.038,
"EGY","MEATCONSUMP","PIG","KG_CAP","A","2008",0.021,
"EGY","MEATCONSUMP","PIG","KG_CAP","A","2009",0.008,
"EGY","MEATCONSUMP","PIG","KG_CAP","A","2010",0.004,
"EGY","MEATCONSUMP","PIG","KG_CAP","A","2011",0.007,
"EGY","MEATCONSUMP","PIG","KG_CAP","A","2012",0.008,
"EGY","MEATCONSUMP","PIG","KG_CAP","A","2013",0.007,
"EGY","MEATCONSUMP","PIG","KG_CAP","A","2014",0.005,
"EGY","MEATCONSUMP","PIG","KG_CAP","A","2015",0.005,
"EGY","MEATCONSUMP","PIG","KG_CAP","A","2016",0.006,
"EGY","MEATCONSUMP","PIG","KG_CAP","A","2017",0.021,
"EGY","MEATCONSUMP","PIG","KG_CAP","A","2018",0.002,
"EGY","MEATCONSUMP","PIG","KG_CAP","A","2019",0.002,
"EGY","MEATCONSUMP","POULTRY","KG_CAP","A","2000",7.494,
"EGY","MEATCONSUMP","POULTRY","KG_CAP","A","2001",7.682,
"EGY","MEATCONSUMP","POULTRY","KG_CAP","A","2002",9.013,
"EGY","MEATCONSUMP","POULTRY","KG_CAP","A","2003",8.173,
"EGY","MEATCONSUMP","POULTRY","KG_CAP","A","2004",7.591,
"EGY","MEATCONSUMP","POULTRY","KG_CAP","A","2005",7.618,
"EGY","MEATCONSUMP","POULTRY","KG_CAP","A","2006",8.185,
"EGY","MEATCONSUMP","POULTRY","KG_CAP","A","2007",9.074,
"EGY","MEATCONSUMP","POULTRY","KG_CAP","A","2008",8.241,
"EGY","MEATCONSUMP","POULTRY","KG_CAP","A","2009",8.924,
"EGY","MEATCONSUMP","POULTRY","KG_CAP","A","2010",9.24,
"EGY","MEATCONSUMP","POULTRY","KG_CAP","A","2011",9.573,
"EGY","MEATCONSUMP","POULTRY","KG_CAP","A","2012",9.978,
"EGY","MEATCONSUMP","POULTRY","KG_CAP","A","2013",11.375,
"EGY","MEATCONSUMP","POULTRY","KG_CAP","A","2014",11.944,
"EGY","MEATCONSUMP","POULTRY","KG_CAP","A","2015",11.624,
"EGY","MEATCONSUMP","POULTRY","KG_CAP","A","2016",11.614,
"EGY","MEATCONSUMP","POULTRY","KG_CAP","A","2017",12.154,
"EGY","MEATCONSUMP","POULTRY","KG_CAP","A","2018",10.812,
"EGY","MEATCONSUMP","POULTRY","KG_CAP","A","2019",11.108,
"EGY","MEATCONSUMP","SHEEP","KG_CAP","A","2000",1.586,
"EGY","MEATCONSUMP","SHEEP","KG_CAP","A","2001",1.593,
"EGY","MEATCONSUMP","SHEEP","KG_CAP","A","2002",1.662,
"EGY","MEATCONSUMP","SHEEP","KG_CAP","A","2003",1.664,
"EGY","MEATCONSUMP","SHEEP","KG_CAP","A","2004",1.605,
"EGY","MEATCONSUMP","SHEEP","KG_CAP","A","2005",1.59,
"EGY","MEATCONSUMP","SHEEP","KG_CAP","A","2006",1.595,
"EGY","MEATCONSUMP","SHEEP","KG_CAP","A","2007",1.655,
"EGY","MEATCONSUMP","SHEEP","KG_CAP","A","2008",1.646,
"EGY","MEATCONSUMP","SHEEP","KG_CAP","A","2009",1.552,
"EGY","MEATCONSUMP","SHEEP","KG_CAP","A","2010",1.371,
"EGY","MEATCONSUMP","SHEEP","KG_CAP","A","2011",1.305,
"EGY","MEATCONSUMP","SHEEP","KG_CAP","A","2012",1.313,
"EGY","MEATCONSUMP","SHEEP","KG_CAP","A","2013",1.274,
"EGY","MEATCONSUMP","SHEEP","KG_CAP","A","2014",1.259,
"EGY","MEATCONSUMP","SHEEP","KG_CAP","A","2015",1.202,
"EGY","MEATCONSUMP","SHEEP","KG_CAP","A","2016",1.2,
"EGY","MEATCONSUMP","SHEEP","KG_CAP","A","2017",1.131,
"EGY","MEATCONSUMP","SHEEP","KG_CAP","A","2018",1.107,
"EGY","MEATCONSUMP","SHEEP","KG_CAP","A","2019",1.096,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2000",3.093,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2001",3.102,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2002",3.5,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2003",3.264,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2004",3.152,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2005",3.196,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2006",3.32,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2007",3.137,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2008",3.198,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2009",2.907,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2010",3.345,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2011",3.186,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2012",2.557,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2013",2.513,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2014",2.738,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2015",2.74,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2016",2.654,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2017",2.611,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2018",2.539,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2019",2.497,
"ETH","MEATCONSUMP","PIG","KG_CAP","A","2000",0.017,
"ETH","MEATCONSUMP","PIG","KG_CAP","A","2001",0.018,
"ETH","MEATCONSUMP","PIG","KG_CAP","A","2002",0.017,
"ETH","MEATCONSUMP","PIG","KG_CAP","A","2003",0.018,
"ETH","MEATCONSUMP","PIG","KG_CAP","A","2004",0.017,
"ETH","MEATCONSUMP","PIG","KG_CAP","A","2005",0.017,
"ETH","MEATCONSUMP","PIG","KG_CAP","A","2006",0.018,
"ETH","MEATCONSUMP","PIG","KG_CAP","A","2007",0.017,
"ETH","MEATCONSUMP","PIG","KG_CAP","A","2008",0.016,
"ETH","MEATCONSUMP","PIG","KG_CAP","A","2009",0.015,
"ETH","MEATCONSUMP","PIG","KG_CAP","A","2010",0.016,
"ETH","MEATCONSUMP","PIG","KG_CAP","A","2011",0.016,
"ETH","MEATCONSUMP","PIG","KG_CAP","A","2012",0.016,
"ETH","MEATCONSUMP","PIG","KG_CAP","A","2013",0.017,
"ETH","MEATCONSUMP","PIG","KG_CAP","A","2014",0.02,
"ETH","MEATCONSUMP","PIG","KG_CAP","A","2015",0.016,
